id,AGE,ANNUAL HOURS WORKED,LABOR INCOME,Year,Unilateral Divorce Year,Equitable Distribution Year,Equitable Distribution,HOUSEWORK HOURS,STATE,worked,f_id,f_year,f_state,Treatment Year,year_before_treat,age_control,ann_hrs_work_control,labor_inc_control,treat_dummy 10,treat_dummy 9,treat_dummy 8,treat_dummy 7,treat_dummy 6,treat_dummy 5,treat_dummy 4,treat_dummy 3,treat_dummy 2,treat_dummy 1,treat_dummy 0,treat_dummy -2,treat_dummy -3,treat_dummy -4,treat_dummy -5,highearning,Has Equitable Distribution
16,47,1344,3076,1968,1970,1967,community property,,4,TRUE,16,1968,4,1970,FALSE,48,1280,2500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
16,48,1280,2500,1969,1970,1967,community property,1456,4,TRUE,16,1969,4,1970,TRUE,48,1280,2500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
16,49,1344,2985,1970,1970,1967,community property,2184,4,TRUE,16,1970,4,1970,FALSE,48,1280,2500,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
16,50,1120,2588,1971,1970,1967,community property,1456,4,TRUE,16,1971,4,1970,FALSE,48,1280,2500,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
16,51,800,1687,1972,1970,1967,community property,1300,4,TRUE,16,1972,4,1970,FALSE,48,1280,2500,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
16,52,1536,2700,1973,1970,1967,community property,1092,4,TRUE,16,1973,4,1970,FALSE,48,1280,2500,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
16,53,1440,2800,1974,1970,1967,community property,1248,4,TRUE,16,1974,4,1970,FALSE,48,1280,2500,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
16,54,1344,3225,1975,1970,1967,community property,,4,TRUE,16,1975,4,1970,FALSE,48,1280,2500,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
16,55,1280,3800,1976,1970,1967,community property,624,4,TRUE,16,1976,4,1970,FALSE,48,1280,2500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
16,56,1212,4300,1977,1970,1967,community property,1248,4,TRUE,16,1977,4,1970,FALSE,48,1280,2500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
16,56,1360,4100,1978,1970,1967,community property,1300,4,TRUE,16,1978,4,1970,FALSE,48,1280,2500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
16,58,880,2736,1979,1970,1967,community property,1820,4,TRUE,16,1979,4,1970,FALSE,48,1280,2500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
16,58,1520,4700,1980,1970,1967,community property,1040,4,TRUE,16,1980,4,1970,FALSE,48,1280,2500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
16,59,1960,4470,1981,1970,1967,community property,1456,4,TRUE,16,1981,4,1970,FALSE,48,1280,2500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
16,59,1715,5660,1982,1970,1967,community property,,4,TRUE,16,1982,4,1970,FALSE,48,1280,2500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
16,61,2000,6646,1983,1970,1967,community property,1820,4,TRUE,16,1983,4,1970,FALSE,48,1280,2500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
17,35,0,0,1968,1970,1967,community property,,4,TRUE,17,1968,4,1970,FALSE,36,264,660,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
17,36,264,660,1969,1970,1967,community property,1560,4,TRUE,17,1969,4,1970,TRUE,36,264,660,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
17,37,704,1158,1970,1970,1967,community property,1820,4,TRUE,17,1970,4,1970,FALSE,36,264,660,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
17,38,1000,1485,1971,1970,1967,community property,1040,4,TRUE,17,1971,4,1970,FALSE,36,264,660,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
17,39,400,2195,1972,1970,1967,community property,1560,4,TRUE,17,1972,4,1970,FALSE,36,264,660,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
17,40,800,1600,1973,1970,1967,community property,1820,4,TRUE,17,1973,4,1970,FALSE,36,264,660,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
17,41,630,1395,1974,1970,1967,community property,2080,4,TRUE,17,1974,4,1970,FALSE,36,264,660,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
17,42,900,3622,1975,1970,1967,community property,,4,TRUE,17,1975,4,1970,FALSE,36,264,660,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
17,43,395,2030,1976,1970,1967,community property,1560,4,TRUE,17,1976,4,1970,FALSE,36,264,660,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
17,44,780,3500,1977,1970,1967,community property,1300,4,TRUE,17,1977,4,1970,FALSE,36,264,660,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
17,45,750,5190,1978,1970,1967,community property,1560,4,TRUE,17,1978,4,1970,FALSE,36,264,660,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
17,46,791,3926,1979,1970,1967,community property,2080,4,TRUE,17,1979,4,1970,FALSE,36,264,660,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
17,47,700,5050,1980,1970,1967,community property,2080,4,TRUE,17,1980,4,1970,FALSE,36,264,660,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
17,48,1864,6700,1981,1970,1967,community property,1040,4,TRUE,17,1981,4,1970,FALSE,36,264,660,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
17,49,2000,22000,1982,1970,1967,community property,,4,TRUE,17,1982,4,1970,FALSE,36,264,660,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
17,50,2000,23200,1983,1970,1967,community property,780,4,TRUE,17,1983,4,1970,FALSE,36,264,660,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
17,51,2016,26000,1984,1970,1967,community property,1300,4,TRUE,17,1984,4,1970,FALSE,36,264,660,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
17,52,1776,25015,1985,1970,1967,community property,1040,4,TRUE,17,1985,4,1970,FALSE,36,264,660,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
17,52,1860,27000,1986,1970,1967,community property,1092,4,TRUE,17,1986,4,1970,FALSE,36,264,660,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
17,54,2008,28500,1987,1970,1967,community property,1456,4,TRUE,17,1987,4,1970,FALSE,36,264,660,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
17,55,2214,29810,1988,1970,1967,community property,780,4,TRUE,17,1988,4,1970,FALSE,36,264,660,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
17,55,2350,35200,1989,1970,1967,community property,1820,4,TRUE,17,1989,4,1970,FALSE,36,264,660,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
30,34,8,16,1968,1970,1967,pre-1967,,14,TRUE,30,1968,14,1970,FALSE,35,272,312,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
30,35,272,312,1969,1970,1967,pre-1967,2628,14,TRUE,30,1969,14,1970,TRUE,35,272,312,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
30,36,6,18,1970,1970,1967,pre-1967,2080,14,TRUE,30,1970,14,1970,FALSE,35,272,312,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
30,37,0,0,1971,1970,1967,pre-1967,1820,14,TRUE,30,1971,14,1970,FALSE,35,272,312,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
30,38,0,0,1972,1970,1967,pre-1967,1820,14,TRUE,30,1972,14,1970,FALSE,35,272,312,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
30,39,0,0,1973,1970,1967,pre-1967,2600,14,TRUE,30,1973,14,1970,FALSE,35,272,312,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
30,40,0,0,1974,1970,1967,pre-1967,2860,14,TRUE,30,1974,14,1970,FALSE,35,272,312,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
30,41,0,0,1975,1970,1967,pre-1967,,14,TRUE,30,1975,14,1970,FALSE,35,272,312,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
30,42,0,0,1976,1970,1967,pre-1967,2600,14,TRUE,30,1976,14,1970,FALSE,35,272,312,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
30,44,208,1560,1977,1970,1967,pre-1967,3120,14,TRUE,30,1977,14,1970,FALSE,35,272,312,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
30,44,104,1000,1978,1970,1967,pre-1967,2912,14,TRUE,30,1978,14,1970,FALSE,35,272,312,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
30,45,250,2080,1979,1970,1967,pre-1967,4368,14,TRUE,30,1979,14,1970,FALSE,35,272,312,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
30,46,1248,9600,1980,1970,1967,pre-1967,2600,14,TRUE,30,1980,14,1970,FALSE,35,272,312,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
30,48,766,8304,1981,1970,1967,pre-1967,1092,14,TRUE,30,1981,14,1970,FALSE,35,272,312,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
30,48,943,12280,1982,1970,1967,pre-1967,,14,TRUE,30,1982,14,1970,FALSE,35,272,312,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
30,49,666,8840,1983,1970,1967,pre-1967,936,14,TRUE,30,1983,14,1970,FALSE,35,272,312,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
30,50,396,9000,1984,1970,1967,pre-1967,1820,14,TRUE,30,1984,14,1970,FALSE,35,272,312,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
30,51,765,8000,1985,1970,1967,pre-1967,884,14,TRUE,30,1985,14,1970,FALSE,35,272,312,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
30,53,1352,12000,1986,1970,1967,pre-1967,2184,14,TRUE,30,1986,14,1970,FALSE,35,272,312,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
30,53,784,5750,1987,1970,1967,pre-1967,1040,14,TRUE,30,1987,14,1970,FALSE,35,272,312,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
30,54,900,7200,1988,1970,1967,pre-1967,2080,14,TRUE,30,1988,14,1970,FALSE,35,272,312,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
30,55,750,3025,1989,1970,1967,pre-1967,1092,14,TRUE,30,1989,14,1970,FALSE,35,272,312,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
72,39,2000,4400,1968,1970,1967,community property,,42,TRUE,72,1968,42,1970,FALSE,40,2000,5000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
72,40,2000,5000,1969,1970,1967,community property,780,42,TRUE,72,1969,42,1970,TRUE,40,2000,5000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
72,41,2000,5428,1970,1970,1967,community property,520,42,TRUE,72,1970,42,1970,FALSE,40,2000,5000,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
72,42,2080,5901,1971,1970,1967,community property,260,42,TRUE,72,1971,42,1970,FALSE,40,2000,5000,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
72,43,2000,6154,1972,1970,1967,community property,312,42,TRUE,72,1972,42,1970,FALSE,40,2000,5000,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
72,44,2000,7500,1973,1970,1967,community property,156,42,TRUE,72,1973,42,1970,FALSE,40,2000,5000,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
72,45,2500,7000,1974,1970,1967,community property,104,42,TRUE,72,1974,42,1970,FALSE,40,2000,5000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
73,26,2080,2300,1968,1972,1976,1976,,16,TRUE,73,1968,16,1976,FALSE,29,2000,4000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
73,27,1960,3300,1969,1972,1976,1976,780,16,TRUE,73,1969,16,1976,FALSE,29,2000,4000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
73,27,2000,3700,1970,1972,1976,1976,1248,16,TRUE,73,1970,16,1976,FALSE,29,2000,4000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
73,29,2000,4000,1971,1972,1976,1976,1300,16,TRUE,73,1971,16,1976,TRUE,29,2000,4000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
73,30,1913,4500,1972,1972,1976,1976,156,16,TRUE,73,1972,16,1976,FALSE,29,2000,4000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
73,31,1960,3900,1973,1972,1976,1976,416,16,TRUE,73,1973,16,1976,FALSE,29,2000,4000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
73,32,2000,3340,1974,1972,1976,1976,1300,16,TRUE,73,1974,16,1976,FALSE,29,2000,4000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
