family,Year,FAMILY NUMBER,STATE,person,AGE,OCCUPATION,INDUSTRY,INDIVIDUAL WEIGHT,FAMILY WEIGHT,RENT/OWN STATUS,RACE,ANNUAL HOURS WORKED,LABOR INCOME,CHILDREN COUNT,YEARS WORKED FULL-TIME SINCE 18,EDUCATION,HOUSE VALUE,LEISURE HOURS,HOUSEWORK HOURS,HAS DISABILITY,DISABILITY LIMITING WORK,haschild,HOUSEHOLD HOUSEWORK HOURS,Unilateral Divorce,Equitable Distribution,State,person_husband,AGE_husband,OCCUPATION_husband,INDUSTRY_husband,RACE_husband,ANNUAL HOURS WORKED_husband,LABOR INCOME_husband,HOUSEWORK HOURS_husband,Unilateral Divorce Year,id,hasHighSchool,worked,highearning,Equitable Distribution Year,Has Equitable Distribution,hw_ratio,husband_dif,Treatment Year
11,1982,3865,4,11_2,63,230,857,33.0999984741211,33,1,1,1351,10808,0,29,4,75000,,,,1,FALSE,,1970,community property,California,11_1,70,0,0,1,0,0,,1970,2,1,TRUE,TRUE,1967,TRUE,,,1970
11,1983,5774,4,11_2,65,950,857,33.0999984741211,33,1,1,1480,11000,0,29,4,75000,,624,,5,FALSE,,1970,community property,California,11_1,71,0,0,1,0,0,13,1970,2,1,TRUE,TRUE,1967,TRUE,,-611,1970
11,1984,1508,4,11_2,65,0,0,35.0999984741211,35,1,1,1040,7729,0,29,4,70000,,1300,,5,FALSE,,1970,community property,California,11_1,72,0,0,1,0,0,156,1970,2,1,TRUE,TRUE,1967,TRUE,,-1144,1970
11,1985,1387,4,11_2,66,0,0,35.0999984741211,35,1,1,0,0,0,0,4,75000,,1456,,1,FALSE,,1970,community property,California,11_1,73,0,0,1,0,0,0,1970,2,1,TRUE,TRUE,1967,TRUE,,-1456,1970
11,1986,4403,4,11_2,67,0,0,35.0999984741211,35,1,1,0,0,0,0,4,70000,,1456,,5,FALSE,,1970,community property,California,11_1,74,0,0,1,0,0,0,1970,2,1,TRUE,TRUE,1967,TRUE,,-1456,1970
11,1987,1605,4,11_2,68,0,0,35.0999984741211,35,1,1,0,0,0,37,4,70000,,1456,,5,FALSE,,1970,community property,California,11_1,75,0,0,1,0,0,0,1970,2,1,TRUE,TRUE,1967,TRUE,,-1456,1970
11,1988,6348,4,11_2,70,0,0,35.0999984741211,35,1,1,0,0,0,37,4,70000,,1456,,5,FALSE,,1970,community property,California,11_1,76,0,0,1,0,0,0,1970,2,1,TRUE,TRUE,1967,TRUE,,-1456,1970
11,1989,6977,4,11_2,71,0,0,38.7000007629395,38.7000007629395,1,1,0,0,0,37,4,70000,,780,,5,FALSE,,1970,community property,California,11_1,77,0,0,1,0,0,0,1970,2,1,TRUE,TRUE,1967,TRUE,,-780,1970
12,1968,12,4,12_2,71,0,0,26,26,1,1,0,0,0,,2,14000,3743,,,,FALSE,2000,1970,community property,California,12_1,77,245,67,1,1103,60,,0,3,0,FALSE,FALSE,1967,TRUE,,,0
12,1969,487,4,12_2,72,0,0,28.1000003814697,28,1,1,0,0,0,,,10250,4563,2184,5,5,FALSE,2548,1970,community property,California,12_1,78,0,0,1,0,0,364,0,3,0,FALSE,FALSE,1967,TRUE,0.857142857142857,-1820,0
12,1970,275,4,12_2,74,0,0,28.1000003814697,28,1,1,0,0,0,,,12000,4742,1820,5,1,FALSE,2020,1970,community property,California,12_1,79,223,887,1,177,480,200,0,3,0,FALSE,FALSE,1967,TRUE,0.900990099009901,-1620,0
12,1971,3198,4,12_2,75,0,0,28.1000003814697,28,1,1,0,0,0,,,15000,5078,1040,2,1,FALSE,1040,1970,community property,California,12_1,80,223,887,1,485,1140,0,0,3,0,FALSE,FALSE,1967,TRUE,1,-1040,0
12,1972,2272,4,12_2,76,0,0,28.1000003814697,28,1,1,0,0,0,,0,14000,4222,1820,5,1,FALSE,2236,1970,community property,California,12_1,81,223,887,1,1000,1140,416,0,3,0,FALSE,FALSE,1967,TRUE,0.813953488372093,-1404,0
12,1973,3715,4,12_2,76,0,0,28.1000003814697,28,1,1,0,0,0,,0,20000,,1092,,1,FALSE,1664,1970,community property,California,12_1,82,223,887,1,900,650,572,0,3,0,FALSE,FALSE,1967,TRUE,0.65625,-520,0
12,1974,423,4,12_2,77,0,0,30.8999996185303,31,1,1,0,0,0,0,0,15000,,1248,,1,FALSE,1872,1970,community property,California,12_1,83,223,887,1,900,600,624,0,3,0,FALSE,FALSE,1967,TRUE,0.666666666666667,-624,0
12,1975,789,4,12_2,78,0,0,30.8999996185303,31,1,1,0,0,0,0,3,21000,,,,1,FALSE,,1970,community property,California,12_1,84,245,478,1,51,420,,0,3,0,FALSE,FALSE,1967,TRUE,,,0
12,1976,3005,4,12_2,79,0,0,30.8999996185303,31,1,1,0,0,0,0,3,20000,,260,1,1,FALSE,,1970,community property,California,12_1,85,0,0,1,0,0,208,0,3,0,FALSE,FALSE,1967,TRUE,,-52,0
12,1977,2278,4,12_2,80,0,0,30.8999996185303,31,1,1,0,0,0,0,3,16000,,1040,1,1,FALSE,,1970,community property,California,12_1,86,0,0,1,0,0,0,0,3,0,FALSE,FALSE,1967,TRUE,,-1040,0
12,1978,3721,4,12_2,83,0,0,30.8999996185303,31,1,1,0,0,0,0,3,25000,,1040,1,1,FALSE,,1970,community property,California,12_1,89,0,0,1,0,0,156,0,3,0,FALSE,FALSE,1967,TRUE,,-884,0
18,1968,18,4,18_2,47,915,669,26,26,1,1,1344,3076,3,,4,5000,2868,,,,TRUE,2000,1970,community property,California,18_1,49,706,108,1,2600,8600,,1970,6,1,TRUE,TRUE,1967,TRUE,,,1970
18,1969,888,4,18_2,48,915,669,28.1000003814697,28,1,1,1280,2500,3,,,6500,3328,1456,5,5,TRUE,1456,1970,community property,California,18_1,50,706,108,1,2288,10000,0,1970,6,1,TRUE,TRUE,1967,TRUE,1,-1456,1970
18,1970,1046,4,18_2,49,915,669,28.1000003814697,28,1,1,1344,2985,2,,,10000,2749,2184,5,5,TRUE,2288,1970,community property,California,18_1,51,706,108,1,2070,8646,104,1970,6,1,TRUE,TRUE,1967,TRUE,0.954545454545455,-2080,1970
18,1971,951,4,18_2,50,915,669,28.1000003814697,28,1,1,1120,2588,1,,,8000,3267,1456,5,5,TRUE,1456,1970,community property,California,18_1,52,706,108,1,1810,8799,0,1970,6,1,TRUE,TRUE,1967,TRUE,1,-1456,1970
18,1972,1813,4,18_2,51,915,669,28.1000003814697,28,1,1,800,1687,1,,4,10000,3665,1300,5,5,TRUE,1300,1970,community property,California,18_1,53,706,108,1,2250,11911,0,1970,6,1,TRUE,TRUE,1967,TRUE,1,-1300,1970
18,1973,3630,4,18_2,52,915,669,28.1000003814697,28,1,1,1536,2700,1,,4,12000,,1092,,5,TRUE,1352,1970,community property,California,18_1,54,706,108,1,2250,12000,260,1970,6,1,TRUE,TRUE,1967,TRUE,0.807692307692308,-832,1970
18,1974,2449,4,18_2,53,915,669,30.8999996185303,31,1,1,1440,2800,0,0,4,12000,,1248,,5,FALSE,1248,1970,community property,California,18_1,55,706,108,1,2700,12900,0,1970,6,1,TRUE,TRUE,1967,TRUE,1,-1248,1970
18,1975,1029,4,18_2,54,915,669,30.8999996185303,31,1,1,1344,3225,0,1,4,13000,,,,5,FALSE,,1970,community property,California,18_1,56,706,108,1,2120,12118,,1970,6,1,TRUE,TRUE,1967,TRUE,,,1970
18,1976,2340,4,18_2,55,915,669,30.8999996185303,31,1,1,1280,3800,0,4,4,15000,,624,5,5,FALSE,,1970,community property,California,18_1,57,706,108,1,2600,11900,728,1970,6,1,TRUE,TRUE,1967,TRUE,,104,1970
18,1977,2405,4,18_2,56,915,669,30.8999996185303,31,1,1,1212,4300,0,4,4,15000,,1248,5,5,FALSE,,1970,community property,California,18_1,58,706,108,1,3000,19300,104,1970,6,1,TRUE,TRUE,1967,TRUE,,-1144,1970
18,1978,2720,4,18_2,56,915,669,30.8999996185303,31,1,1,1360,4100,0,4,4,18000,,1300,5,5,FALSE,,1970,community property,California,18_1,58,706,108,1,2500,22300,156,1970,6,1,TRUE,TRUE,1967,TRUE,,-1144,1970
18,1979,2727,4,18_2,58,915,669,33.0999984741211,33,1,1,880,2736,0,4,4,16500,,1820,,5,FALSE,,1970,community property,California,18_1,59,706,108,1,2450,22525,0,1970,6,1,TRUE,TRUE,1967,TRUE,,-1820,1970
18,1980,4166,4,18_2,58,915,669,33.0999984741211,33,1,1,1520,4700,0,4,4,30000,,1040,,1,FALSE,,1970,community property,California,18_1,60,706,108,1,2070,27000,520,1970,6,1,TRUE,TRUE,1967,TRUE,,-520,1970
18,1981,2686,4,18_2,59,915,669,33.0999984741211,33,1,1,1960,4470,0,4,4,50000,,1456,,1,FALSE,,1970,community property,California,18_1,61,0,0,1,0,0,780,1970,6,1,TRUE,TRUE,1967,TRUE,,-676,1970
18,1982,2955,4,18_2,59,915,669,33.0999984741211,33,1,1,1715,5660,0,4,4,60000,,,,1,FALSE,,1970,community property,California,18_1,62,0,0,1,0,0,,1970,6,1,TRUE,TRUE,1967,TRUE,,,1970
18,1983,4290,4,18_2,61,915,669,33.0999984741211,33,1,1,2000,6646,0,4,4,45000,,1820,,5,FALSE,,1970,community property,California,18_1,63,0,0,1,0,0,624,1970,6,1,TRUE,TRUE,1967,TRUE,,-1196,1970
19,1968,19,4,19_2,35,0,0,26,26,1,1,0,0,2,,0,12000,3329,,,,TRUE,1300,1970,community property,California,19_1,40,715,108,1,3003,5744,,1970,7,1,TRUE,TRUE,1967,TRUE,,,1970
19,1969,889,4,19_2,36,361,907,28.1000003814697,28,1,1,264,660,2,,,12000,3398,1560,5,5,TRUE,1560,1970,community property,California,19_1,41,715,108,1,2530,9192,0,1970,7,1,TRUE,TRUE,1967,TRUE,1,-1560,1970
19,1970,1282,4,19_2,37,361,907,28.1000003814697,28,1,1,704,1158,1,,,12000,2889,1820,5,1,TRUE,1820,1970,community property,California,19_1,42,424,108,1,988,3962,0,1970,7,1,TRUE,TRUE,1967,TRUE,1,-1820,1970
19,1971,952,4,19_2,38,361,907,28.1000003814697,28,1,1,1000,1485,0,,,12000,3592,1040,5,1,FALSE,1040,1970,community property,California,19_1,43,690,108,1,1820,8549,0,1970,7,1,TRUE,TRUE,1967,TRUE,1,-1040,1970
19,1972,3356,4,19_2,39,361,907,28.1000003814697,28,1,1,400,2195,0,,4,18000,3740,1560,5,1,FALSE,1560,1970,community property,California,19_1,44,424,108,1,2040,9453,0,1970,7,1,TRUE,TRUE,1967,TRUE,1,-1560,1970
19,1973,3714,4,19_2,40,361,907,28.1000003814697,28,1,1,800,1600,0,,4,15000,,1820,,1,FALSE,1820,1970,community property,California,19_1,45,424,108,1,2632,13000,0,1970,7,1,TRUE,TRUE,1967,TRUE,1,-1820,1970
19,1974,927,4,19_2,41,361,907,30.8999996185303,31,1,1,630,1395,0,0,4,15000,,2080,,1,FALSE,2080,1970,community property,California,19_1,46,424,108,1,1805,13800,0,1970,7,1,TRUE,TRUE,1967,TRUE,1,-2080,1970
19,1975,1386,4,19_2,42,361,907,30.8999996185303,31,1,1,900,3622,0,0,4,15000,,,,1,FALSE,,1970,community property,California,19_1,47,424,108,1,2576,11860,,1970,7,1,TRUE,TRUE,1967,TRUE,,,1970
19,1976,2627,4,19_2,43,361,907,30.8999996185303,31,1,1,395,2030,0,0,4,25000,,1560,5,1,FALSE,,1970,community property,California,19_1,48,666,108,1,1920,10000,52,1970,7,1,TRUE,TRUE,1967,TRUE,,-1508,1970
19,1977,334,4,19_2,44,361,907,30.8999996185303,31,1,1,780,3500,0,0,4,25000,,1300,5,1,FALSE,,1970,community property,California,19_1,49,424,108,1,2736,20000,468,1970,7,1,TRUE,TRUE,1967,TRUE,,-832,1970
19,1978,283,4,19_2,45,361,907,30.8999996185303,31,1,1,750,5190,0,0,4,20000,,1560,1,1,FALSE,,1970,community property,California,19_1,50,424,108,1,1280,12900,52,1970,7,1,TRUE,TRUE,1967,TRUE,,-1508,1970
19,1979,2790,4,19_2,46,361,907,33.0999984741211,33,1,1,791,3926,0,0,4,35000,,2080,,1,FALSE,,1970,community property,California,19_1,51,424,108,1,3672,23932,0,1970,7,1,TRUE,TRUE,1967,TRUE,,-2080,1970
19,1980,4200,4,19_2,47,361,907,33.0999984741211,33,1,1,700,5050,0,0,4,38500,,2080,,1,FALSE,,1970,community property,California,19_1,52,424,108,1,3084,24865,104,1970,7,1,TRUE,TRUE,1967,TRUE,,-1976,1970
19,1981,1549,4,19_2,48,224,907,33.0999984741211,33,1,1,1864,6700,0,0,4,60000,,1040,,1,FALSE,,1970,community property,California,19_1,53,0,0,1,1750,9600,780,1970,7,1,TRUE,TRUE,1967,TRUE,,-260,1970
19,1982,3272,4,19_2,49,224,907,33.0999984741211,33,1,1,2000,22000,1,0,4,126128,,,,1,TRUE,,1970,community property,California,19_1,54,0,0,1,0,0,,1970,7,1,TRUE,TRUE,1967,TRUE,,,1970
19,1983,5697,4,19_2,50,224,907,33.0999984741211,33,1,1,2000,23200,0,0,4,50000,,780,,1,FALSE,,1970,community property,California,19_1,55,0,0,1,0,0,520,1970,7,1,TRUE,TRUE,1967,TRUE,,-260,1970
19,1984,458,4,19_2,51,224,907,35.0999984741211,35,1,1,2016,26000,0,0,4,55000,,1300,,1,FALSE,,1970,community property,California,19_1,56,0,0,1,0,0,52,1970,7,1,TRUE,TRUE,1967,TRUE,,-1248,1970
19,1985,260,4,19_2,52,224,907,35.0999984741211,35,1,1,1776,25015,0,4,4,50000,,1040,,1,FALSE,,1970,community property,California,19_1,57,0,0,1,0,0,364,1970,7,1,TRUE,TRUE,1967,TRUE,,-676,1970
19,1986,4404,4,19_2,52,224,907,35.0999984741211,35,1,1,1860,27000,0,4,4,50000,,1092,,1,FALSE,,1970,community property,California,19_1,57,0,0,1,0,0,728,1970,7,1,TRUE,TRUE,1967,TRUE,,-364,1970
19,1987,3842,4,19_2,54,224,907,35.0999984741211,35,1,1,2008,28500,0,4,4,50000,,1456,,1,FALSE,,1970,community property,California,19_1,59,0,0,1,0,0,0,1970,7,1,TRUE,TRUE,1967,TRUE,,-1456,1970
19,1988,5171,4,19_2,55,224,907,35.0999984741211,35,1,1,2214,29810,1,4,4,55000,,780,,1,TRUE,,1970,community property,California,19_1,60,0,0,1,0,0,1040,1970,7,1,TRUE,TRUE,1967,TRUE,,260,1970
19,1989,5508,4,19_2,55,224,907,38.7000007629395,38.7000007629395,1,1,2350,35200,0,4,4,50000,,1820,,1,FALSE,,1970,community property,California,19_1,61,0,0,1,0,0,2080,1970,7,1,TRUE,TRUE,1967,TRUE,,260,1970
27,1968,27,4,27_2,46,0,0,28,28,5,1,360,336,0,,3,0,3842,,,,FALSE,1700,1970,community property,California,27_1,62,690,268,1,1904,8200,,0,10,0,FALSE,FALSE,1967,TRUE,,,0
27,1969,338,4,27_2,47,0,0,32,32,5,1,0,0,0,,,0,3806,1092,5,5,FALSE,2132,1970,community property,California,27_1,63,690,268,1,1904,9730,1040,0,10,0,FALSE,FALSE,1967,TRUE,0.51219512195122,-52,0
27,1970,84,4,27_2,48,0,0,32,32,5,1,0,0,0,,,0,3600,1820,5,5,FALSE,2600,1970,community property,California,27_1,64,690,268,1,1880,9600,780,0,10,0,FALSE,FALSE,1967,TRUE,0.7,-1040,0
27,1971,421,4,27_2,49,0,0,32,32,5,1,0,0,0,,,0,4722,676,5,5,FALSE,2236,1970,community property,California,27_1,65,0,0,1,0,0,1560,0,10,0,FALSE,FALSE,1967,TRUE,0.302325581395349,884,0
27,1972,2913,4,27_2,50,0,0,32,32,5,1,0,0,0,,2,0,4977,1456,5,1,FALSE,1456,1970,community property,California,27_1,66,0,0,1,0,0,0,0,10,0,FALSE,FALSE,1967,TRUE,1,-1456,0
27,1973,826,4,27_2,51,0,0,32,32,5,1,0,0,0,,2,0,,520,,1,FALSE,780,1970,community property,California,27_1,67,0,0,1,0,0,260,0,10,0,FALSE,FALSE,1967,TRUE,0.666666666666667,-260,0
27,1974,3105,4,27_2,52,0,0,35.2000007629395,35,5,1,0,0,0,2,2,0,,728,,1,FALSE,1092,1970,community property,California,27_1,68,0,0,1,0,0,364,0,10,0,FALSE,FALSE,1967,TRUE,0.666666666666667,-364,0
27,1975,505,4,27_2,53,0,0,35.2000007629395,35,5,1,0,0,0,2,3,0,,,,1,FALSE,,1970,community property,California,27_1,69,0,0,1,0,0,,0,10,0,FALSE,FALSE,1967,TRUE,,,0
27,1976,4229,4,27_2,54,0,0,35.2000007629395,35,5,1,0,0,0,10,3,0,,728,5,5,FALSE,,1970,community property,California,27_1,70,0,0,1,0,0,780,0,10,0,FALSE,FALSE,1967,TRUE,,52,0
27,1977,9,4,27_2,55,0,0,35.2000007629395,35,5,1,0,0,0,10,3,0,,1820,5,1,FALSE,,1970,community property,California,27_1,71,0,0,1,0,0,728,0,10,0,FALSE,FALSE,1967,TRUE,,-1092,0
27,1978,3815,4,27_2,56,0,0,35.2000007629395,35,5,1,0,0,0,10,3,0,,1820,5,1,FALSE,,1970,community property,California,27_1,72,0,0,1,0,0,1560,0,10,0,FALSE,FALSE,1967,TRUE,,-260,0
27,1979,88,4,27_2,57,0,0,40.2000007629395,40,5,1,0,0,0,10,3,0,,2002,,5,FALSE,,1970,community property,California,27_1,73,0,0,1,0,0,0,0,10,0,FALSE,FALSE,1967,TRUE,,-2002,0
27,1980,3127,4,27_2,58,0,0,40.2000007629395,40,5,1,156,1200,0,10,3,0,,260,,1,FALSE,,1970,community property,California,27_1,74,0,0,1,0,0,260,0,10,0,FALSE,FALSE,1967,TRUE,,0,0
27,1981,5368,4,27_2,59,0,0,40.2000007629395,40,5,1,0,0,0,10,3,0,,728,,1,FALSE,,1970,community property,California,27_1,75,0,0,1,0,0,0,0,10,0,FALSE,FALSE,1967,TRUE,,-728,0
27,1982,5083,4,27_2,60,0,0,40.2000007629395,40,5,1,0,0,0,10,3,0,,,,1,FALSE,,1970,community property,California,27_1,77,0,0,1,0,0,,0,10,0,FALSE,FALSE,1967,TRUE,,,0
27,1983,3599,4,27_2,59,0,0,40.2000007629395,40,5,1,0,0,0,10,3,0,,520,,1,FALSE,,1970,community property,California,27_1,77,0,0,1,0,0,0,0,10,0,FALSE,FALSE,1967,TRUE,,-520,0
40,1968,40,14,40_2,34,705,748,24,24,1,1,8,16,3,,4,9500,3425,,,,TRUE,2475,1970,pre-1967,Iowa,40_1,35,441,178,1,2131,9000,,1970,11,1,TRUE,TRUE,1967,TRUE,,,1970
40,1969,1272,14,40_2,35,705,748,27.3999996185303,27,1,1,272,312,3,,,12000,3204,2628,5,5,TRUE,2628,1970,pre-1967,Iowa,40_1,36,441,178,1,2275,12000,0,1970,11,1,TRUE,TRUE,1967,TRUE,1,-2628,1970
40,1970,344,14,40_2,36,705,748,27.3999996185303,27,1,1,6,18,3,,,19000,3640,2080,5,5,TRUE,2080,1970,pre-1967,Iowa,40_1,37,441,178,1,2205,11000,0,1970,11,1,TRUE,TRUE,1967,TRUE,1,-2080,1970
40,1971,588,14,40_2,37,0,0,27.3999996185303,27,1,1,0,0,3,,,18500,3831,1820,5,5,TRUE,1820,1970,pre-1967,Iowa,40_1,38,441,178,1,2156,12120,0,1970,11,1,TRUE,TRUE,1967,TRUE,1,-1820,1970
40,1972,344,14,40_2,38,0,0,27.3999996185303,27,1,1,0,0,4,,4,19000,3810,1820,5,5,TRUE,1820,1970,pre-1967,Iowa,40_1,39,441,178,1,2205,14000,0,1970,11,1,TRUE,TRUE,1967,TRUE,1,-1820,1970
40,1973,1553,14,40_2,39,0,0,27.3999996185303,27,1,1,0,0,4,,4,24500,,2600,,5,TRUE,2600,1970,pre-1967,Iowa,40_1,40,441,178,1,2629,17000,0,1970,11,1,TRUE,TRUE,1967,TRUE,1,-2600,1970
40,1974,1162,14,40_2,40,0,0,30.2000007629395,30,1,1,0,0,4,10,4,23000,,2860,,5,TRUE,2860,1970,pre-1967,Iowa,40_1,41,441,178,1,2200,18300,0,1970,11,1,TRUE,TRUE,1967,TRUE,1,-2860,1970
40,1975,3668,14,40_2,41,0,0,30.2000007629395,30,1,1,0,0,4,10,4,30000,,,,5,TRUE,,1970,pre-1967,Iowa,40_1,42,441,178,1,2304,22700,,1970,11,1,TRUE,TRUE,1967,TRUE,,,1970
40,1976,2235,14,40_2,42,0,0,30.2000007629395,30,1,1,0,0,4,5,4,28000,,2600,5,1,TRUE,,1970,pre-1967,Iowa,40_1,44,441,178,1,3080,26382,0,1970,11,1,TRUE,TRUE,1967,TRUE,,-2600,1970
40,1977,3626,14,40_2,44,705,587,30.2000007629395,30,1,1,208,1560,4,5,4,40000,,3120,5,5,TRUE,,1970,pre-1967,Iowa,40_1,45,441,178,1,3290,38400,0,1970,11,1,TRUE,TRUE,1967,TRUE,,-3120,1970
40,1978,3024,14,40_2,44,705,587,30.2000007629395,30,1,1,104,1000,4,5,4,46000,,2912,5,5,TRUE,,1970,pre-1967,Iowa,40_1,46,441,178,1,3290,34000,0,1970,11,1,TRUE,TRUE,1967,TRUE,,-2912,1970
40,1979,2595,14,40_2,45,705,587,32.2000007629395,32,1,1,250,2080,3,5,4,45000,,4368,,5,TRUE,,1970,pre-1967,Iowa,40_1,47,441,178,1,4068,48000,0,1970,11,1,TRUE,TRUE,1967,TRUE,,-4368,1970
40,1980,2511,14,40_2,46,705,587,32.2000007629395,32,1,1,1248,9600,1,5,4,65000,,2600,,5,TRUE,,1970,pre-1967,Iowa,40_1,48,441,178,1,3104,55600,0,1970,11,1,TRUE,TRUE,1967,TRUE,,-2600,1970
40,1981,4179,14,40_2,48,266,338,32.2000007629395,32,1,1,766,8304,1,5,4,50000,,1092,,5,TRUE,,1970,pre-1967,Iowa,40_1,49,441,178,1,2298,44141,0,1970,11,1,TRUE,TRUE,1967,TRUE,,-1092,1970
40,1982,593,14,40_2,48,705,338,32.2000007629395,32,1,1,943,12280,1,5,4,47000,,,,5,TRUE,,1970,pre-1967,Iowa,40_1,50,441,178,1,2426,46565,,1970,11,1,TRUE,TRUE,1967,TRUE,,,1970
40,1983,511,14,40_2,49,705,338,32.2000007629395,32,1,1,666,8840,1,5,4,48000,,936,,5,TRUE,,1970,pre-1967,Iowa,40_1,50,441,178,1,2320,45911,52,1970,11,1,TRUE,TRUE,1967,TRUE,,-884,1970
40,1984,510,14,40_2,50,266,619,34.2000007629395,34,1,1,396,9000,1,5,4,47000,,1820,,5,TRUE,,1970,pre-1967,Iowa,40_1,51,441,398,1,2122,48220,0,1970,11,1,TRUE,TRUE,1967,TRUE,,-1820,1970
40,1985,253,14,40_2,51,266,619,34.2000007629395,34,1,1,765,8000,1,9,4,56000,,884,,5,TRUE,,1970,pre-1967,Iowa,40_1,53,441,398,1,2300,50000,0,1970,11,1,TRUE,TRUE,1967,TRUE,,-884,1970
40,1986,901,14,40_2,53,705,417,34.2000007629395,34,1,1,1352,12000,1,9,4,50000,,2184,,5,TRUE,,1970,pre-1967,Iowa,40_1,54,0,0,1,1324,40000,0,1970,11,1,TRUE,TRUE,1967,TRUE,,-2184,1970
40,1987,2694,14,40_2,53,705,417,34.2000007629395,34,1,1,784,5750,1,9,4,45000,,1040,,5,TRUE,,1970,pre-1967,Iowa,40_1,55,715,478,1,16,200,0,1970,11,1,TRUE,TRUE,1967,TRUE,,-1040,1970
40,1988,147,14,40_2,54,245,587,34.2000007629395,34,1,1,900,7200,1,9,4,45000,,2080,,1,TRUE,,1970,pre-1967,Iowa,40_1,55,715,478,1,45,623,26,1970,11,1,TRUE,TRUE,1967,TRUE,,-2054,1970
